customer_id,birth_year,marital_status,num_children,highest_education,occupation_category,tax_bracket,health_score,annual_salary,has_loan,has_insurance
2682,2006,Single,1,Associate,Student,0,82,11320.04,False,False
2683,1973,Widowed,3,Bachelor,White Collar,12,72,49195.69,False,True
2684,2006,Single,0,High School,Student,0,72,12615.31,True,True
2685,1995,Single,1,High School,Blue Collar,12,77,32485.29,False,True
2686,1997,Single,0,Bachelor,Professional,24,76,134905.06,False,True
2687,1988,Married,2,High School,Executive,35,67,187770.07,False,True
2688,1975,Widowed,4,Bachelor,White Collar,24,75,59245.77,False,False
2689,1987,Single,1,Bachelor,Executive,32,95,219836.52,False,False
2690,1987,Married,2,High School,White Collar,12,75,56304.87,True,True
2691,2000,Single,0,High School,Self-Employed,12,65,42012.26,True,False
2692,1948,Widowed,5,High School,Retired,12,84,1313.7,False,True
2693,1994,Single,0,Bachelor,Executive,35,91,207028.11,False,False
2694,1968,Widowed,2,Master,White Collar,24,87,53003.87,True,False
2695,1963,Divorced,1,High School,Executive,37,72,182924.7,True,False
2696,2000,Single,0,Master,White Collar,32,72,65109.87,False,False
2697,1968,Divorced,1,High School,White Collar,24,64,48191.52,True,True
2698,1975,Married,2,High School,Blue Collar,10,86,28217.38,False,True
2699,2005,Single,1,Associate,Student,0,97,9024.23,False,False
2700,2000,Single,0,Master,Professional,35,70,103931.54,False,True
2701,1947,Widowed,3,High School,Retired,10,44,1559.62,False,True
2702,1992,Single,0,Bachelor,Self-Employed,24,78,52834.38,False,False
2703,1996,Married,3,Associate,Professional,35,70,113556.31,True,False
2704,1962,Widowed,1,Bachelor,Professional,24,65,78173.11,True,True
2705,1976,Married,4,Master,Self-Employed,24,72,139375.71,True,True
2706,1985,Single,0,Bachelor,White Collar,22,81,68851.16,False,False
2707,1988,Married,4,Bachelor,White Collar,22,69,79051.38,True,True
2708,1992,Single,0,Bachelor,Executive,32,79,192320.62,False,False
2709,1975,Married,3,Master,Blue Collar,12,73,40238.16,True,True
2710,1959,Divorced,0,Associate,Retired,12,48,2006.14,False,True
2711,1945,Widowed,3,High School,Retired,12,74,1752.36,False,True
2712,1996,Married,3,Bachelor,Executive,32,74,221183.16,True,False
2713,1961,Widowed,4,Associate,Blue Collar,22,59,46933.67,False,True
2714,1995,Single,0,Bachelor,White Collar,12,71,54437.88,True,False
2715,1974,Divorced,2,Bachelor,White Collar,22,76,48248.11,False,False
2716,1975,Married,3,Associate,White Collar,32,75,72042.52,False,True
2717,1969,Divorced,1,High School,Blue Collar,24,80,28010.59,True,False
2718,1978,Married,0,High School,Blue Collar,12,79,49454.27,False,True
2719,1949,Widowed,1,Bachelor,Retired,10,58,3402.88,False,True
2720,1981,Single,0,Bachelor,Blue Collar,10,46,55326.39,True,False
2721,1994,Single,0,Master,Executive,35,80,158137.38,True,False
2722,1963,Married,1,High School,White Collar,12,78,40926.13,False,False
2723,1975,Married,0,Doctorate,White Collar,12,72,80685.87,True,False
2724,1962,Married,0,High School,Blue Collar,22,79,31311.49,False,True
2725,2002,Single,0,High School,White Collar,12,70,73833.24,False,False
2726,2006,Single,0,Master,Student,10,77,13450.03,False,False
2727,2004,Single,0,Bachelor,Student,0,71,12107.04,False,False
2728,1985,Married,2,Master,Professional,22,83,99519.16,True,True
2729,1953,Widowed,2,Associate,Retired,0,61,2508.04,True,True
2730,1983,Single,0,High School,White Collar,12,97,53837.92,False,False
2731,1987,Single,1,Associate,Blue Collar,10,72,42172.55,False,False
2732,1978,Divorced,4,Master,Self-Employed,24,83,69672.05,False,False
2733,1970,Married,3,High School,White Collar,22,69,64354.02,False,True
2734,1958,Married,3,Bachelor,Retired,0,84,3917.94,False,True
2735,1987,Married,1,High School,White Collar,24,90,40822.22,False,False
2736,1990,Married,2,Associate,Professional,32,74,90472.34,False,True
2737,1951,Widowed,2,Bachelor,Retired,10,72,3166.6,False,False
2738,2001,Single,0,Master,White Collar,22,92,81918.69,False,False
2739,1973,Divorced,2,Associate,Blue Collar,12,77,37742.72,True,False
2740,2003,Single,0,High School,White Collar,12,71,51447.31,False,False
2741,1991,Married,5,High School,Professional,24,78,122276.84,False,False
2742,1965,Divorced,0,High School,Executive,32,65,163698.67,False,True
2743,1971,Married,3,Master,Professional,32,75,116671.62,False,True
2744,1952,Married,2,High School,Retired,0,62,235.55,False,True
2745,1958,Divorced,1,High School,Retired,12,75,2775.33,False,True
2746,1974,Married,4,Bachelor,Executive,24,56,173890.97,False,True
2747,1957,Divorced,1,Bachelor,Retired,0,60,2697.91,False,True
2748,1982,Married,2,Associate,White Collar,12,68,72340.05,False,True
2749,1975,Married,0,Master,Executive,37,73,216270.63,False,False
2750,1992,Married,2,Associate,Blue Collar,12,63,36580.34,True,False
2751,1990,Single,0,High School,Executive,35,69,147839.8,False,False
2752,1963,Married,3,Bachelor,White Collar,22,80,63763.99,False,False
2753,1973,Widowed,5,High School,White Collar,12,83,75661.7,False,True
2754,1996,Married,1,Doctorate,Professional,32,53,180177.72,True,False
2755,1950,Widowed,4,Associate,Retired,10,64,3584.59,False,True
2756,1950,Widowed,3,Master,Retired,10,82,3073.79,False,True
2757,1996,Single,0,High School,Self-Employed,22,83,108467.66,True,False
2758,1997,Single,0,High School,White Collar,24,83,55586.39,True,False
2759,1959,Divorced,0,Bachelor,Retired,10,77,4124.23,False,True
2760,1997,Single,0,Bachelor,White Collar,32,69,62930.5,True,False
2761,2002,Single,0,Bachelor,Self-Employed,12,82,94164.08,False,True
2762,1982,Married,3,High School,Executive,37,81,142090.06,False,False
2763,1994,Married,1,Bachelor,Professional,32,79,115284.31,False,True
2764,2007,Single,0,High School,Student,0,77,10390.45,False,False
2765,1990,Divorced,1,Associate,White Collar,24,77,57393.23,False,True
2766,1996,Married,2,Associate,White Collar,12,67,67123.72,False,True
2767,1991,Married,0,Bachelor,Self-Employed,22,84,120955.96,False,False
2768,1988,Married,2,Bachelor,Blue Collar,12,63,55330.71,True,True
2769,2006,Single,1,High School,Student,0,73,10442.74,False,False
2770,2002,Married,1,Bachelor,Professional,22,87,133505.83,False,False
2771,1945,Widowed,0,Master,Retired,10,71,2792.88,False,True
2772,1951,Widowed,4,High School,Retired,12,65,1480.27,False,True
2773,1979,Divorced,1,Master,Professional,22,58,160276.86,True,True
2774,2000,Single,1,Bachelor,Self-Employed,12,79,53577.74,False,False
2775,1977,Married,2,High School,Professional,22,69,126360.47,False,False
2776,1981,Married,2,Bachelor,White Collar,12,81,53338.13,True,False
2777,1992,Single,0,Master,Executive,37,73,283222.71,False,True
2778,1987,Married,2,Bachelor,Self-Employed,22,59,105945.12,True,False
2779,1986,Married,3,High School,Self-Employed,24,63,74520.14,True,True
2780,2005,Married,0,Associate,Student,0,76,8968.3,False,True
2781,1997,Single,0,Bachelor,White Collar,32,80,51927.34,False,False
2782,1981,Married,1,Bachelor,White Collar,22,64,51258.21,True,True
2783,1988,Divorced,1,High School,Professional,35,70,123308.91,True,True
2784,1963,Divorced,4,High School,Professional,24,80,96509.81,False,True
2785,2003,Single,0,Bachelor,Blue Collar,22,91,37263.26,False,False
2786,1983,Married,0,Associate,Blue Collar,12,79,39823.52,False,False
2787,1980,Single,0,Master,Blue Collar,22,73,43622.34,True,True
2788,2006,Single,0,Associate,Student,0,74,13195.81,False,False
2789,2006,Single,0,Bachelor,Student,10,86,11343.99,False,False
2790,1990,Married,1,High School,Blue Collar,12,74,48752.28,True,True
2791,1979,Single,0,Master,White Collar,22,85,81358.43,False,True
2792,1999,Married,2,Bachelor,Self-Employed,22,89,61183.52,True,False
2793,1985,Married,1,Associate,Professional,22,81,97301.34,True,True
2794,1970,Widowed,1,High School,Blue Collar,22,69,42835.45,False,True
2795,1983,Divorced,2,Master,Professional,24,72,160260.26,True,False
2796,1993,Married,1,Bachelor,White Collar,12,62,48905.24,True,True
2797,2003,Single,1,Associate,Professional,32,80,99856.37,False,False
2798,1958,Divorced,3,High School,Retired,10,70,2546.5,False,False
2799,1978,Married,3,Master,Executive,24,61,194629.18,False,True
2800,1987,Married,1,Bachelor,Blue Collar,10,100,39399.71,True,True
2801,1938,Married,3,High School,Retired,0,73,1835.77,False,False
2802,1991,Married,0,Associate,Self-Employed,24,69,53940.71,False,False
2803,1996,Single,0,High School,Blue Collar,10,99,44292.83,False,False
2804,2004,Single,0,Bachelor,Student,0,75,15563.06,False,False
2805,2003,Single,0,Bachelor,Professional,32,88,147128.27,False,False
2806,1958,Divorced,0,High School,Retired,0,72,2003.51,False,False
2807,1973,Married,5,Associate,Self-Employed,32,69,62939.99,True,True
2808,1982,Married,2,High School,Professional,32,73,96767.76,True,True
2809,1971,Married,2,High School,Blue Collar,22,88,34165.6,True,True
2810,1963,Widowed,0,Master,White Collar,22,81,65220.7,False,True
2811,1995,Married,0,Bachelor,Blue Collar,10,77,34801.1,True,True
2812,1983,Married,1,Associate,Blue Collar,12,56,38420.27,True,False
2813,1939,Widowed,2,High School,Retired,0,70,725.02,False,True
2814,1974,Divorced,5,High School,Blue Collar,10,62,33542.32,True,True
2815,1975,Married,3,Bachelor,Blue Collar,12,80,50742.24,True,True
2816,1994,Divorced,2,High School,Professional,24,71,139491.78,True,False
2817,2003,Single,0,High School,Blue Collar,10,74,46236.31,False,False
2818,1984,Married,2,Master,Professional,24,70,104505.05,True,False
2819,2006,Single,0,Associate,Student,0,91,11396.28,False,False
2820,1991,Single,0,Master,Executive,35,60,241959.4,False,False
2821,1958,Divorced,2,High School,Retired,0,78,3686.41,False,True
2822,1990,Divorced,4,Associate,Blue Collar,12,81,49649.04,False,True
2823,1980,Married,1,Master,Professional,32,75,96211.44,False,False
2824,1990,Married,1,Master,Executive,35,73,238212.12,False,False
2825,1984,Single,0,Bachelor,Professional,35,81,92182.58,True,False
2826,1969,Divorced,2,Associate,White Collar,32,69,57721.73,False,False
2827,1958,Married,1,High School,Retired,0,67,4100.49,False,True
2828,1983,Married,4,Bachelor,Professional,24,77,145690.28,False,True
2829,2001,Single,0,High School,White Collar,24,97,50270.93,False,False
2830,1988,Married,3,High School,White Collar,24,62,69141.65,True,True
2831,1977,Divorced,3,Bachelor,Executive,24,80,179121.27,False,False
2832,1990,Married,2,High School,Executive,37,76,121021.57,True,True
2833,1982,Married,3,High School,White Collar,24,74,74004.64,True,True
2834,1980,Divorced,0,High School,White Collar,24,60,72899.73,False,True
2835,1982,Married,1,Associate,Executive,32,58,166152.81,True,True
2836,1967,Married,1,Bachelor,Professional,24,76,136451.17,True,True
2837,1986,Married,0,Master,Professional,24,64,86644.94,True,False
2838,2007,Married,1,High School,Student,0,91,11778.49,False,False
2839,1979,Single,0,High School,Blue Collar,10,65,54502.76,False,True
2840,1979,Married,1,Master,Blue Collar,10,81,59146.7,False,True
2841,1975,Divorced,0,High School,White Collar,24,69,63022.48,False,True
2842,1975,Married,2,Bachelor,Executive,35,68,184312.46,False,True
2843,1982,Married,2,High School,White Collar,22,67,69413.71,True,True
2844,1951,Widowed,3,Associate,Retired,0,74,4352.76,False,True
2845,2002,Single,0,High School,Self-Employed,32,87,51330.27,False,False
2846,1985,Married,1,Bachelor,Professional,35,73,80814.07,False,True
2847,1975,Widowed,2,Bachelor,Professional,32,80,106049.58,False,False
2848,1986,Married,5,High School,Executive,32,77,187193.53,False,True
2849,1985,Divorced,1,Associate,White Collar,12,63,52299.17,False,True
2850,1958,Divorced,2,Associate,Retired,0,75,2751.4,True,False
2851,1970,Married,1,Doctorate,White Collar,24,70,67905.14,False,False
2852,1997,Single,0,Associate,Blue Collar,24,53,57237.41,True,False
2853,1976,Married,1,High School,White Collar,12,71,50613.88,True,True
2854,1981,Married,0,Bachelor,Blue Collar,10,59,54648.5,True,True
2855,1945,Widowed,4,High School,Retired,0,56,4099.71,False,True
2856,1967,Widowed,2,Bachelor,Professional,24,70,115464.95,False,True
2857,2000,Married,2,Bachelor,Executive,35,79,160493.12,True,False
2858,2005,Single,1,High School,Student,0,72,14232.66,False,True
2859,1993,Single,0,Bachelor,White Collar,24,83,61702.98,True,False
2860,1997,Single,0,Bachelor,White Collar,12,78,67941.48,True,False
2861,1973,Widowed,5,High School,Professional,24,70,73432.8,True,True
2862,2001,Single,0,Associate,Professional,24,80,99085.69,False,False
2863,2007,Single,0,Associate,Student,10,93,12486.27,False,False
2864,2007,Single,0,Associate,Student,10,59,13493.44,False,False
2865,1964,Divorced,1,Associate,Self-Employed,32,85,103393.83,True,False
2866,1979,Married,3,Bachelor,White Collar,22,69,69673.85,True,False
2867,1993,Married,0,Bachelor,White Collar,12,70,55941.53,False,True
2868,1946,Widowed,2,High School,Retired,10,65,2367.97,False,True
2869,1985,Married,2,Bachelor,Executive,37,68,142141.77,True,True
2870,1978,Married,5,Associate,Blue Collar,10,65,33598.56,True,True
2871,1985,Married,3,Bachelor,Professional,22,85,104091.7,True,False
2872,1984,Divorced,2,High School,Blue Collar,10,78,28600.94,True,False
2873,1995,Single,0,Bachelor,White Collar,22,59,47314.27,False,False
2874,1962,Divorced,2,High School,Professional,24,79,59936.91,True,True
2875,1970,Married,4,High School,Professional,22,79,82725.27,False,True
2876,1990,Single,0,High School,Blue Collar,10,63,50289.6,False,True
2877,1962,Widowed,1,Associate,Executive,35,74,147871.58,False,True
2878,1954,Widowed,1,High School,Retired,0,77,3835.42,False,False
2879,1969,Widowed,1,High School,Executive,32,57,235041.9,True,True
2880,1980,Single,1,Associate,Professional,24,78,136964.04,False,True
2881,1967,Divorced,3,Associate,Self-Employed,12,66,55659.23,True,True
2882,1980,Married,0,Doctorate,Executive,24,81,213864.41,False,True
2883,1998,Married,2,Bachelor,Professional,24,70,113061.4,False,True
2884,1976,Married,2,Doctorate,Professional,24,85,130274.96,False,True
2885,1996,Divorced,1,Master,Executive,24,76,156464.44,True,False
2886,1967,Widowed,5,High School,Self-Employed,12,67,55305.55,True,True
2887,1988,Married,2,High School,Professional,22,70,113415.21,True,True
2888,1979,Divorced,3,High School,Blue Collar,12,84,46266.58,True,True
2889,1974,Widowed,3,High School,Blue Collar,22,67,37845.67,True,True
2890,1996,Single,0,Bachelor,Professional,22,89,99868.67,True,False
2891,1960,Married,0,Bachelor,Self-Employed,24,74,79302.6,False,False
2892,1961,Married,3,Associate,Blue Collar,10,58,40977.9,True,True
2893,1936,Widowed,3,Bachelor,Retired,10,67,3323.85,True,False
2894,1939,Widowed,3,Bachelor,Retired,0,68,3791.24,False,False
2895,2001,Married,2,Associate,Self-Employed,12,66,88860.88,False,False
2896,2002,Single,0,High School,White Collar,22,80,55154.96,True,False
2897,1990,Single,0,Master,Professional,22,83,113222.7,True,False
2898,2002,Single,0,Bachelor,Executive,24,91,136910.73,False,False
2899,1987,Single,1,Associate,Self-Employed,22,88,73910.07,True,True
2900,1972,Married,5,High School,Professional,32,98,130814.64,True,True
2901,1994,Single,0,Bachelor,Self-Employed,12,78,97186.47,False,False
2902,1980,Single,0,Master,Executive,32,81,236518.15,False,False
2903,1971,Divorced,2,Bachelor,Executive,37,68,164005.33,False,True
2904,1989,Married,2,Doctorate,Executive,32,96,256737.2,True,True
2905,1973,Divorced,3,Associate,White Collar,12,65,49577.28,False,True
2906,1956,Married,2,Master,Retired,0,89,1739.22,True,True
2907,1999,Single,0,Associate,Blue Collar,10,96,45970.27,True,False
2908,1979,Married,1,Bachelor,White Collar,24,67,45996.85,True,True
2909,1952,Widowed,3,Master,Retired,0,80,1588.21,False,False
2910,1995,Married,1,Master,Blue Collar,10,83,36468.18,False,False
2911,1973,Married,4,High School,Blue Collar,22,70,32426.69,True,True
2912,1963,Widowed,5,Bachelor,Blue Collar,22,71,35069.94,True,False
2913,1987,Divorced,0,Bachelor,White Collar,24,80,74484.11,False,True
2914,1977,Married,2,High School,Professional,22,79,88719.79,True,True
2915,1982,Married,2,Bachelor,Blue Collar,12,91,31396.39,False,True
2916,2005,Single,0,Associate,Student,12,86,11333.02,False,False
2917,2004,Married,0,Associate,Student,0,73,10024.49,False,False
2918,1943,Widowed,4,High School,Retired,12,76,3307.7,True,True
2919,1965,Married,3,High School,White Collar,22,55,61946.87,True,True
2920,1997,Single,0,High School,Blue Collar,22,75,46116.23,False,False
2921,2002,Single,0,Bachelor,Blue Collar,10,77,49005.88,False,False
2922,1978,Married,2,High School,Professional,35,82,121143.73,False,True
2923,2000,Single,0,Associate,Executive,37,97,177322.55,False,False
2924,1961,Married,1,Associate,Professional,32,74,103155.44,True,False
2925,1994,Married,2,High School,Professional,35,75,99380.9,False,False
2926,1963,Married,0,High School,Self-Employed,24,65,60805.13,False,True
2927,1956,Married,1,High School,Retired,0,79,3352.11,False,True
2928,1983,Single,0,Master,Executive,35,74,267408.08,False,True
2929,1944,Married,2,Master,Retired,10,63,2042.29,False,False
2930,1954,Widowed,3,High School,Retired,10,80,3982.89,False,False
2931,1996,Married,0,High School,Blue Collar,12,90,42621.61,False,False
2932,1992,Single,0,Bachelor,White Collar,22,68,65435.62,False,False
2933,1977,Divorced,2,Associate,Professional,32,60,110363.73,False,True
2934,1951,Widowed,1,High School,Retired,0,69,3312.3,False,True
2935,1998,Married,1,Associate,Professional,32,68,144614.35,True,True
2936,1964,Married,2,Associate,Executive,35,60,187163.86,False,True
2937,1984,Divorced,1,Associate,Blue Collar,22,66,39075.56,False,True
2938,1999,Divorced,1,Bachelor,Self-Employed,22,90,86821.0,False,False
2939,1976,Married,3,Associate,White Collar,22,81,54902.54,True,True
2940,1975,Married,3,Associate,Self-Employed,12,99,95090.65,True,True
2941,1979,Married,3,Master,Professional,32,69,167934.41,True,True
2942,2003,Single,0,High School,Blue Collar,22,93,51353.32,False,False
2943,2006,Single,0,High School,Student,10,86,11309.22,False,False
2944,1964,Divorced,4,High School,White Collar,22,67,45634.27,True,True
2945,1999,Single,0,Bachelor,White Collar,22,78,63920.34,True,False
2946,1950,Widowed,2,Associate,Retired,10,64,1411.22,False,False
2947,2002,Married,4,Associate,White Collar,24,82,83648.72,False,True
2948,1952,Widowed,3,High School,Retired,10,80,858.11,True,True
2949,2006,Single,0,High School,Student,0,77,13668.32,False,False
2950,1998,Single,0,High School,Executive,35,88,173865.01,False,False
2951,2007,Single,0,Associate,Student,10,94,13189.85,False,False
2952,1998,Single,1,High School,White Collar,22,94,76913.16,False,False
2953,1984,Married,4,Bachelor,White Collar,22,65,70051.83,False,False
2954,1962,Divorced,2,Bachelor,White Collar,32,71,60469.44,False,True
2955,1997,Single,0,Associate,Professional,32,86,76146.6,True,True
2956,1966,Divorced,1,Associate,Blue Collar,10,62,33052.22,False,True
2957,1966,Divorced,1,Associate,Blue Collar,12,60,44723.63,True,True
2958,1975,Married,2,High School,Executive,35,74,168183.65,False,True
2959,2001,Single,1,Associate,Blue Collar,22,76,46669.06,False,True
2960,1980,Single,2,High School,Self-Employed,22,74,67660.88,True,True
2961,1950,Widowed,5,Bachelor,Retired,0,65,817.94,False,False
2962,1971,Divorced,1,Associate,Blue Collar,12,95,51988.06,True,True
2963,1961,Married,4,Associate,Professional,24,67,115275.22,True,True
2964,1970,Divorced,3,Bachelor,Professional,24,79,151538.48,True,True
2965,2001,Single,0,High School,Blue Collar,22,85,33419.56,False,False
2966,1980,Single,0,High School,Professional,24,59,91802.69,False,True
2967,1982,Married,4,Master,Professional,22,91,107586.8,True,True
2968,1967,Divorced,5,High School,White Collar,12,79,77204.43,True,True
2969,1996,Single,0,Associate,Executive,32,80,207546.05,False,True
2970,1958,Divorced,0,High School,Retired,0,82,3920.34,False,False
2971,2007,Single,0,Associate,Student,0,80,14943.95,True,True
2972,1937,Widowed,3,Associate,Retired,0,76,1094.58,False,True
2973,1978,Married,2,Master,Self-Employed,24,56,85638.14,False,True
2974,1994,Married,5,Bachelor,White Collar,22,86,62199.41,True,True
2975,1986,Married,1,Bachelor,Professional,24,79,114491.45,False,True
2976,1977,Married,4,Bachelor,White Collar,32,77,87898.8,True,True
2977,1954,Married,2,Bachelor,Retired,12,62,812.39,False,False
2978,1951,Widowed,0,High School,Retired,0,68,3282.86,True,False
2979,1995,Single,0,Bachelor,Blue Collar,10,76,37560.43,False,True
2980,1954,Married,1,High School,Retired,10,59,3142.4,False,True
2981,1972,Divorced,1,Associate,Blue Collar,10,77,35146.89,True,False
2982,1973,Widowed,2,Bachelor,Professional,32,90,117585.43,True,False
2983,1993,Single,0,Bachelor,Professional,24,64,128418.64,True,True
2984,1954,Widowed,3,Bachelor,Retired,0,75,2019.03,False,True
2985,1987,Divorced,2,Associate,White Collar,22,73,82578.85,True,False
2986,2003,Single,0,High School,Self-Employed,32,75,94971.74,False,False
2987,2007,Single,0,High School,Student,0,82,9101.3,False,False
2988,1960,Married,4,High School,Professional,32,72,81642.42,True,True
2989,1980,Divorced,0,Associate,Blue Collar,12,77,38301.47,False,False
2990,2000,Married,0,Associate,Blue Collar,12,68,37777.47,False,False
2991,1994,Single,0,Bachelor,Professional,24,89,93304.93,False,False
2992,1988,Married,1,High School,White Collar,22,78,47428.74,True,True
2993,1988,Married,0,High School,Blue Collar,10,83,51494.33,False,False
2994,1979,Married,0,High School,Blue Collar,12,87,54712.02,True,True
2995,2005,Single,0,Bachelor,Student,0,61,10032.23,False,False
2996,1981,Married,3,Associate,White Collar,32,82,75232.8,False,True
2997,2005,Single,0,High School,Student,10,79,9592.84,False,False
2998,1951,Widowed,1,High School,Retired,0,80,2217.1,False,True
2999,1981,Single,1,High School,White Collar,24,68,47885.46,False,False
3000,2006,Single,0,High School,Student,10,90,9897.77,False,False
3001,1944,Widowed,1,Bachelor,Retired,10,58,1919.99,False,False
3002,1972,Widowed,0,Associate,Professional,24,78,125320.76,False,True
3003,1982,Married,2,High School,Professional,24,79,103182.22,False,True
3004,1974,Married,1,High School,Self-Employed,24,73,103854.64,True,True
3005,1983,Divorced,1,High School,Executive,32,66,132557.02,False,True
3006,2005,Single,0,Master,Student,0,77,14403.54,False,False
3007,1986,Divorced,5,Bachelor,White Collar,12,86,48695.07,False,False
3008,1959,Divorced,1,High School,Retired,10,86,500.66,False,False
3009,1980,Single,0,Bachelor,Professional,35,95,100785.57,False,False
3010,1981,Married,1,High School,Blue Collar,10,81,30834.37,True,False
3011,1964,Married,4,High School,Self-Employed,22,75,85776.89,True,True
3012,1985,Married,1,Associate,White Collar,12,81,63310.46,False,False
3013,1935,Widowed,2,Bachelor,Retired,10,86,3013.3,False,True
3014,1989,Married,2,Bachelor,White Collar,12,83,46475.56,False,False
3015,1991,Single,1,High School,Professional,32,79,85736.43,False,False
3016,2005,Single,1,Bachelor,Student,10,78,12829.35,False,True
3017,2006,Single,0,High School,Student,0,79,8574.08,False,False
3018,1999,Married,4,High School,White Collar,24,83,46423.4,True,False
3019,2001,Married,1,High School,Self-Employed,22,72,36859.93,False,False
3020,1972,Divorced,5,High School,Blue Collar,10,68,52610.19,True,True
3021,1966,Divorced,4,High School,White Collar,24,72,57249.56,True,True
3022,1972,Divorced,3,Master,Self-Employed,22,69,46592.08,False,True
3023,1980,Married,3,Associate,White Collar,12,81,61340.66,True,False
3024,2005,Single,0,High School,Student,10,87,14212.83,False,True
3025,1976,Divorced,0,High School,White Collar,22,77,47597.96,False,False
3026,1994,Married,4,High School,Professional,24,83,86650.55,True,True
3027,1980,Divorced,1,High School,Professional,24,77,138756.33,False,False
3028,1986,Divorced,2,High School,Blue Collar,12,40,51055.56,False,False
3029,1994,Single,1,Associate,White Collar,12,70,65038.16,False,False
3030,1957,Married,5,High School,Retired,0,78,790.55,False,True
3031,1966,Divorced,4,High School,White Collar,12,64,48780.99,True,True
3032,1966,Married,3,Associate,Blue Collar,12,81,53822.34,False,True
3033,1980,Married,3,Master,Professional,32,85,140744.94,True,False
3034,1969,Divorced,1,High School,White Collar,12,71,54037.76,False,True
3035,2000,Married,0,Bachelor,Professional,22,74,78999.53,True,False
3036,1989,Married,2,Bachelor,Professional,32,77,87473.66,False,True
3037,1999,Married,1,Associate,White Collar,22,79,72627.63,True,True
3038,2004,Single,0,Bachelor,Student,0,87,13795.36,False,False
3039,1969,Widowed,5,Associate,Blue Collar,12,50,39571.47,False,True
3040,1937,Widowed,3,Master,Retired,0,60,3018.99,False,True
3041,1976,Divorced,2,High School,White Collar,12,65,70204.73,True,True
3042,2005,Single,0,Associate,Student,10,55,13132.13,False,False
3043,1994,Single,0,Bachelor,White Collar,12,73,54538.47,True,True
3044,1951,Widowed,3,Master,Retired,10,55,4852.67,False,True
3045,2001,Single,0,Associate,Self-Employed,24,76,38858.83,False,False
3046,1987,Married,5,Doctorate,White Collar,12,72,80926.33,True,False
3047,1968,Divorced,4,Associate,Executive,35,78,156481.8,True,True
3048,1991,Married,2,Bachelor,Professional,32,75,131479.08,True,True
3049,1958,Married,4,Bachelor,Retired,12,54,2626.44,False,True
3050,1960,Divorced,1,Bachelor,Executive,35,75,135987.73,True,False
3051,1959,Widowed,1,Associate,Retired,0,95,2257.53,False,False
3052,1953,Married,1,Bachelor,Retired,10,81,2429.78,False,False
3053,1995,Single,0,High School,Executive,35,85,174639.21,True,False
3054,1939,Widowed,1,Master,Retired,10,65,215.08,False,True
3055,1950,Married,3,Bachelor,Retired,0,65,966.68,False,False
3056,1987,Married,1,Bachelor,Executive,37,71,270540.76,False,True
3057,1970,Married,5,High School,Professional,24,76,83194.32,False,True
3058,1968,Divorced,0,High School,White Collar,32,62,58350.52,True,True
3059,1996,Single,1,High School,Professional,24,81,90582.82,False,False
3060,2002,Single,0,High School,Blue Collar,10,73,48434.89,False,False
3061,1978,Married,0,Bachelor,White Collar,12,58,69435.89,False,False
3062,1965,Divorced,4,Bachelor,Executive,37,66,199157.88,False,False
3063,1993,Divorced,2,Bachelor,Professional,32,91,126047.21,True,False
3064,1964,Widowed,0,High School,White Collar,22,74,51125.77,False,False
3065,1976,Divorced,2,Master,Executive,37,40,293857.15,False,True
3066,1991,Married,1,Master,Blue Collar,10,71,56383.14,True,True
3067,1979,Married,2,Bachelor,Executive,32,84,230502.08,False,True
3068,1949,Married,5,High School,Retired,0,66,2934.54,False,True
3069,1976,Divorced,3,Bachelor,Professional,24,80,112943.04,False,False
3070,1992,Single,0,Associate,Blue Collar,12,74,47620.16,True,False
3071,1983,Married,2,High School,Blue Collar,10,78,44321.6,False,True
3072,1977,Married,4,Bachelor,Self-Employed,12,75,121555.19,False,True
3073,1963,Divorced,5,Associate,Blue Collar,10,66,48577.85,True,True
3074,2006,Single,0,High School,Student,0,86,11381.27,False,False
3075,1981,Married,2,Master,Self-Employed,24,91,103284.1,True,True
3076,1951,Widowed,3,Bachelor,Retired,0,74,1356.99,False,True
3077,1991,Single,0,Bachelor,White Collar,12,79,81199.07,False,False
3078,1960,Married,2,High School,White Collar,12,63,58163.07,False,True
3079,1996,Divorced,0,High School,Professional,24,88,134678.98,False,False
3080,1961,Married,1,Associate,White Collar,24,67,57298.73,False,False
3081,1993,Single,0,Master,Professional,24,84,143526.67,True,True
3082,1962,Married,3,Associate,Professional,24,80,68419.25,False,True
3083,1985,Divorced,2,High School,White Collar,32,86,64269.15,False,True
3084,1967,Widowed,5,High School,Blue Collar,22,83,38173.21,False,True
3085,1967,Married,0,High School,Executive,32,83,186051.97,False,False
3086,1975,Married,1,Bachelor,Professional,32,62,102146.08,False,True
3087,1986,Married,3,Associate,Professional,24,68,94612.74,False,True
3088,1993,Single,1,High School,Professional,24,64,127450.33,False,True
3089,2002,Single,0,Associate,Professional,32,66,114485.18,False,False
3090,1996,Single,0,Bachelor,White Collar,22,94,55141.31,False,False
3091,1969,Married,0,High School,Self-Employed,32,63,100170.7,False,True
3092,1951,Widowed,1,High School,Retired,0,58,317.91,False,True
3093,1983,Married,1,Bachelor,White Collar,22,76,56898.64,True,True
3094,1978,Married,1,Master,Self-Employed,12,68,76303.11,True,True
3095,2005,Single,0,High School,Student,10,100,9243.11,True,False
3096,1981,Married,2,High School,Executive,32,73,229549.73,False,False
